Neighborhood,Street,Address_1,Address_2,Intersection,From,To,Permittee,Contractor,Permit,Project_Category,Construction_Notes,Work_Schedule,ExpirationDate,Estimated_Completion_Date,Roadway_Plates_In_Use,Sidewalk_Plates_In_Use,Status,Trench_Length,Contact_Number,NumberOfWorkZones,District
WEST ROXBURY ROSLINDALE,POPLAR ST,442,,,,,National Grid,National Grid,EXCA-1182656,MAINTENANCE,CORROSION WORK,Days & Weekends,May 20 2021 12:00AM,May 20 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,METROPOLITAN AV,214,,,,,National Grid,National Grid,EXCA-1175725,SERVICE,INSTALLATION OF GAS SERVICE,Days & Weekends,Apr 27 2021 12:00AM,Apr 30 2021 12:00AM,,,NO START,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,MAPLEWOOD ST,36,,,,,K&K Excavation,K&K Excavation,EXCA-1172299,SERVICE,CUT AND CAP,Days & Weekends,Apr 20 2021 12:00AM,May  1 2021 12:00AM,,,NO START,,617-839-4798,1,06
WEST ROXBURY/ROSLINDALE,WELD ST,1,20,,,,National Grid,Feeney Brothers Excavation,EXCA-821948,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,May 13 2021 12:00AM,May 13 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,480,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,WASHINGTON ST,4851,,,,,Eversource Electric,Eversource Electric,EMER-1178950,EMERGENCY,CABLE REPLACEMENT,Days & Weekends,Apr 15 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,06
WEST ROXBURY ROSLINDALE,CENTRE ST,,,,,,Comcast,P V Barone,EMER-1064863,EMERGENCY,CABLE REPLACEMENT,Days & Weekends,Apr 14 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,857-919-9355,1,06
WEST ROXBURY/ROSLINDALE,WASHINGTON ST,4112,,,,,,,UNKNOWN,SERVICE,SDWK OPEN,Days & Weekends,,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,06
WEST ROXBURY/ROSLINDALE,MENDUM ST,2,,,,,National Grid,Feeney Brothers Excavation,EXCA-1085415,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN / TEST PITS,Days & Weekends,May 13 2021 12:00AM,May 13 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,965,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,WALTER ST,80,182,,,,National Grid,Feeney Brothers Excavation,EXCA-830563,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Apr 15 2021 12:00AM,May  1 2021 12:00AM,0,,TOP TO GRADE,1515,877-304-1203,1,06
WEST ROXBURY/'ROSLINDALE,BOBOLINK ST,16,,,,,National Grid,Feeney Brothers Excavation,EXCA-1111449,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,May 24 2021 12:00AM,May  1 2021 12:00AM,,,DOWN IN BINDER,100,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,LAGRANGE ST,1,64,,,,National Grid,Feeney Brothers Excavation,EXCA-1119155,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,May 13 2021 12:00AM,May 13 2021 12:00AM,4,,PLATES PINNED & BERMED,878,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,HYDE PARK AV,605,750,,,,National Grid,Feeney Brothers Excavation,EXCA-1118608,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN / TEST PITS,Days & Weekends,May 20 2021 12:00AM,May 20 2021 12:00AM,0,,TOP TO GRADE,1390,877-304-1203,1,06
WEST ROXBURY ROSLINDALE,RENDALL RD,2,27,,,,National Grid,Feeney Brothers Excavation,EXCA-1170821,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,May 10 2021 12:00AM,May  1 2021 12:00AM,1,,PLATES PINNED & BERMED,370,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,WELD ST,373,,,,,National Grid,National Grid,EXCA-1158973,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,Mar  4 2021 12:00AM,May  1 2021 12:00AM,3,,PLATES PINNED & BERMED,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,WASHINGTON ST,4751,,,,,National Grid,Feeney Brothers Excavation,EXCA-1111446,CAPITAL,GAS MAIN TIE IN,Days & Weekends,May 23 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,06
WEST ROXBURY/ROSLINDALE,WASHINGTON ST,4899,,,,,Verizon,Parkside Utility Con,EXCA-489375,MAINTENANCE,PATCH REPAIR / NEIGHBORHOOD PERMIT,Days & Weekends,May 25 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-446-8946,1,06
SOUTH BOSTON,CONGRESS ST,347,,,,,Crown Castle,Maverick Construction,EXCA-1176847,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT/HH,Weekends,May 27 2021 12:00AM,May 27 2021 12:00AM,,,ON HOLD,131,888-632-0931,1,05
SOUTH BOSTON,WEST FOURTH ST,447,,,,,Atlantic Coast Utilities,Atlantic Coast Utilities,EXCA-1158958,SERVICE,INSTALLATION OF WATER LINE / CUT AND CAP / ON HOLD,Days & Weekends,Mar  6 2021 12:00AM,May  1 2021 12:00AM,2,,PLATES PINNED & BERMED,,617-721 9393,1,05
SOUTH BOSTON,EAST BROADWAY,536,,,,,Atlantic Coast Utilities,Atlantic Coast Utilities,EXCA-1156269,SERVICE,INSTALLATION OF WATER SERVICES/ON HOLD,Days & Weekends,Feb 18 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-721 9393,1,05
SOUTH BOSTON,CONGRESS ST,,,B ST,,,Crown Castle,Phoenix Communications Inc,EMER-1134116,EMERGENCY,OCCUPANCY OUTAGE,Days & Weekends,Mar 19 2021 12:00AM,May  1 2021 12:00AM,,,ON HOLD,,888-632-0931,1,05
SOUTH BOSTON,DORCHESTER AV,,,WEST FOURTH ST,,,MBTA,Middlesex,EXCA-1011748,CAPITAL,INSTALLATION OF DUCTBANK,Days & Weekends,May 25 2021 12:00AM,May 25 2021 12:00AM,,,GROUND DOWN,,978-339-3417,1,05
SOUTH BOSTON,NORTHERN AV,22,105,FAN PIER,,,Eversource Electric,McCourt Construction,EXCA-1119714,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT AND MANHOLE,Days & Weekends,May 24 2021 12:00AM,May 25 2021 12:00AM,4,,PLATES PINNED & BERMED,800,800-592-2000,1,05
SOUTH BOSTON,SEAPORT BLVD,150,,,,,A A Will Corporation,A A Will Corporation,EXCA-1122725,SERVICE,INSTALLATION OF WATER PIPE SEWER AND DRAIN,Nights & Weekends,Jun  1 2021 12:00AM,Jul 15 2021 12:00AM,,,HARD WORK ZONE,,781-424-5189,1,05
SOUTH BOSTON,WEST BROADWAY,129,199,B ST,,,National Grid,Feeney Brothers Excavation,EXCA-1118552,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN/BRIAN,Days & Weekends,May 11 2021 12:00AM,May 11 2021 12:00AM,4,,PLATES PINNED & BERMED,585,877-304-1203,1,05
SOUTH BOSTON,DORCHESTER ST,100,219,,,,National Grid,Feeney Brothers Excavation,EXCA-1118380,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Jun  6 2021 12:00AM,Jun  6 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,1525,877-304-1203,1,05
SOUTH BOSTON,A ST,,,SILVER ST,,,National Grid,Feeney Brothers Excavation,EXCA-1090710,CAPITAL,INSTALLATION OF GAS MAIN TIE IN,Days & Weekends,May 27 2021 12:00AM,May 27 2021 12:00AM,8,2,PLATES PINNED & BERMED,,877-304-1203,1,05
SOUTH BOSTON,SEAPORT BLVD,140,,,,,Crown Castle,Phoenix Communications,EXCA-1172768,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,May 23 2021 12:00AM,May 23 2021 12:00AM,,,ON HOLD,202,888-632-0931,1,05
SOUTH BOSTON,DORCHESTER AV,488,,,,,Eversource Electric,Sheerin Construction,EMER-1146365,,CASTING REPAIR,Days & Weekends,Mar 27 2021 12:00AM,May  1 2021 12:00AM,3,,PLATES PINNED & BERMED,,800-592-2000,1,05
SOUTH BOSTON,D ST,371,,,,,Eversource Electric,Riley Brothers,EXCA-1175722,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,May  1 2021 12:00AM,May  1 2021 12:00AM,,1,PLATES  BERMED,40,800-592-2000,1,05
SOUTH BOSTON,EAST FIFITH ST,720,,,,,Boston Public Works,Maverick Construction,EXCA-1180643,MAINTENANCE,CONDUIT REPAIR,Days & Weekends,May  1 2021 12:00AM,May  5 2021 12:00AM,1,,PLATES PINNED & BERMED,,857-472-0105,1,05
SOUTH BOSTON,DRY DOCK AV,22,,,,,National Grid,National Grid,EMER-1160720,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Apr 26 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,05
SOUTH BOSTON,WEST BROADWAY,420,,,,,Boston Public Works,Boston Public Works,EXCA-,SERVICE,OWNER FOR PLATES ?,Days & Weekends,May  1 2021 12:00AM,May  1 2021 12:00AM,1,,PLATES PINNED & BERMED,,,1,05
SOUTH BOSTON,PIER FOUR BLVD,60,,,,,Comcast,Mirra Co,EXCA-1184516,MAINTENANCE,CONDUIT REPAIR,Days & Weekends,May 22 2021 12:00AM,May 22 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,857-919-9355,1,05
SOUTH BOSTON,VIKING ST,8,,,,,National Grid,National Grid,EXCA-1160988,MAINTENANCE,ABANDON GAS SERVICE,Days & Weekends,May 11 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,05
SOUTH BOSTON,DORCHESTER ST,147,,,,,National Grid,National Grid,EMER-1160723,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Apr 26 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,05
SOUTH BOSTON,OLD COLONY AV,,,DORCHESTER AV,,,Eversource Electric,Eversource Electric,EMER-0000000,EMERGENCY,CABLE FAILURE,Days & Weekends,Apr 26 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,DORCHESTER,71,,,,,National Grid,National Grid,EMER-1160723,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,Apr 27 2021 12:00AM,Apr 27 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304 1203,1,05
SOUTH BOSTON,DORCHESTER ST,126,,,,,Crown Castle,Maverick Construction,EXCA-1181754,MAINTENANCE,CONDUIT REPAIR,Days & Weekends,May 25 2021 12:00AM,May 25 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,300,888-632-0931,1,05
SOUTH BOSTON,EAST SIXTH ST ,605,,,,,Boston Water & Sewer Commission,C Naughton,EMER-1176481,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,May  1 2021 12:00AM,May  5 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,05
SOUTH BOSTON,I ST,88,,,,,Keash Excavating Inc,Keash Exc Inc,EMER-00000,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,May  4 2021 12:00AM,May  4 2021 12:00AM,4,,PLATES PINNED & BERMED,,1-857-231 11,1,05
SOUTH BOSTON,WEST FIRST ST,,,D ST,,,Eversource Electric,Eversource Electric,EMER-0000000,EMERGENCY,Cable Failure,Days & Weekends,May  4 2021 12:00AM,May  4 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-592 20,1,05
SOUTH BOSTON,OLD HARBOR ST,27,,,,,Comcast,Comcast,EMER-1118666,EMERGENCY,,Days & Weekends,May 19 2021 12:00AM,May 19 2021 12:00AM,,,,,,1,05
SOUTH BOSTON,DORCHESTER AV,480,,,,,Eversource Electric,J Botti Co,EXCA-1177292,NEW CONDUIT AND/OR MAIN,REPLACED COLLAPSED CONDUIT / STARTED ON EMER,Days & Weekends,May 28 2021 12:00AM,May 28 2021 12:00AM,1,,PLATES PINNED & BERMED,,800-592-2000,1,05
SOUTH BOSTON,EAST SEVENTH ST,,,,,,National Grid,National Grid,EXCA 1187827,SERVICE,INSTALLATION OF GAS SERVICE,Days & Weekends,Jun  1 2021 12:00AM,Jun  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,05
SOUTH BOSTON,WEST BROADWAY,449,,,,,CT Construction,CT Construction,EXCA-1130678,SERVICE,INSTALLATION OF WATER SEWER AND FIREPIPE / CUT AND CAP,Days & Weekends,May 29 2021 12:00AM,May 29 2021 12:00AM,4,,PLATES PINNED & BERMED,,,1,05
SOUTH BOSTON,FARRAGUT RD,97,,,,,Eversource Electric,Mirra Company Co.,EXCA-1181291,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,May 18 2021 12:00AM,May 18 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,80,800-592-2000,1,05
SOUTH BOSTON,DORCHESTER ST,,,EAST EIGHT,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1627534,EMERGENCY,Water Main Repair (Leak on Main),Days & Weekends,May  7 2021 12:00AM,,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989 7000,1,05
SOUTH BOSTON,SUMMER ST,450,,,,,Eversource Electric,Eversource Electric,EMER-0000000,EMERGENCY,Emergency - Cable Repair,Days & Weekends,May  5 2021 12:00AM,May  5 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-592 20,1,05
SOUTH BOSTON,JENKINS ST,28,,,,,Keash Excavating,Keash Excavating,EXCA-1170047,SERVICE,INSTALLATION OF FIREPIPE,Days & Weekends,May 13 2021 12:00AM,May 13 2021 12:00AM,2,,ONGOING SECTIONS TOPPED TO GRADE,,857-231-1171,1,05
ALLSTON/BRIGHTON,BRIGHTON AV,89,,,,,Eversource Electric,Riley Brothers,EXCA-1182011,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,May 20 2021 12:00AM,May 20 2021 12:00AM,2,,PLATES PINNED & BERMED,98,800-592-2000,1,04
ALLSTON/BRIGHTON,BROOKS ST,99,,,,,National Grid,National Grid,EXCA-1180447,SERVICE,INSTALLATION OF GAS SERVICE,Days & Weekends,May 14 2021 12:00AM,May 14 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,04
ALLSTON/BRIGHTON,CAMBRIDGE ST,736,,,,,Verizon,Danella,EXCA-1189142,MAINTENANCE,REPLACE CONDUIT,Days & Weekends,Jun  3 2021 12:00AM,Jun  3 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,49,800-446-8946,1,04
ALLSTON/BRIGHTON,WALLINGFORD RD,24,,,,,National Grid,National Grid,EMER-1160742,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,May  6 2021 12:00AM,May  6 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,04
ALLSTON/BRIGHTON,WASHINGTON ST,246,,,,,Verizon,Anderson Excavation,EXCA-1084901,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,May 28 2021 12:00AM,May 28 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,115,800-446-8946,1,04
ALLSTON BRIGHTON,WALLINGFORD RD ,24,,,,,National Grid,National Grid,EMER-1160742,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,May  7 2021 12:00AM,,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,04
ALLSTON BRIGHTON,PARSONS ST,225,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-E117647,EMERGENCY,SEWER REPAIR,Days & Weekends,Apr 29 2021 12:00AM,Apr 29 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989 7000,1,04
ALLSTON/BRIGHTON,RESERVOIR RD,325,,,,,Landmark Utility,Landmark Utility,EXCA-1117324,SERVICE,INSTALLATION OF WATER SEWER AND FIREPIPE / CUT AND CAP,Days & Weekends,May 19 2021 12:00AM,May 19 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,781-589 5730,1,04
ALLSTON/BRIGHTON,LINDEN ST,91,,,,,Landmark Utility,Landmark Utility,EXCA-1113206,SERVICE,INSTALLATION OF NEW SEWER,Days & Weekends,May 18 2021 12:00AM,May 18 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,781-589 5730,1,04
ALLSTON/BRIGHTON,BRIGHTON AV,89,91,,,,Landmark Utility,Landmark Utility,EXCA-1184143,SERVICE,INSTALLATION OF NEW DRAIN,Days & Weekends,May 27 2021 12:00AM,May 27 2021 12:00AM,3,,PLATES PINNED & BERMED,,781-589 5730,1,04
ALLSTON BRIGHTON,GARDNER ST,15,,,,,Boston Water & Sewer Commission,Metro Equipment Co,EMER-1176480,EMERGENCY,Service Relay (Leak on Street),Days & Weekends,May  1 2021 12:00AM,,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,04
ALLSTON BRIGHTON,WAVERLY ST,0,,,,,National Grid,National Grid,EXCA-1181743,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,May 18 2021 12:00AM,May 18 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,04
ALLSTON BRIGHTON,COMMONWEALTH AVE,1800,,,,,National Grid,National Grid,EXCA-1183173,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,May 20 2021 12:00AM,May 20 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,04
ALLSTON BRIGHTON,UPCREST RD,22,,,,,National Grid,National Grid,EXCA-1187922,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,Jun  1 2021 12:00AM,Jun  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,04
ALLSTON/BRIGHTON,WASHINGTON ST,160,,,,,Comcast,Mirra Co,EXCA-1086007,MAINTENANCE,CONDUIT REPAIR,Days & Weekends,May 19 2021 12:00AM,May 19 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,857-919-9355,1,04
ALLSTON/BRIGHTON,BRIGHTON AV,89,91,,,,Landmark Utilities,Landmark Utilities,EXCA-1184143,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,May 18 2021 12:00AM,May 18 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,781-589 5730,1,04
ALLSTON BRIGHTON,LINDEN ST,49,,,,,Landmark Utilities,Landmark Utilities,EXCA-1113206,SERVICE,INSTALLATION OF SEWER SERVICE,Days & Weekends,May 18 2021 12:00AM,May 18 2021 12:00AM,,,TO GRADE IN HMA,,781-589 5730,1,04
ALLSTON/BRIGHTON,BROOKS ST,20,,,,,National Grid,Feeney Brothers,EXCA-841180,NEW CONDUIT AND/OR MAIN,INSTALLATION OF REGULATOR PIT,Days & Weekends,May  6 2021 12:00AM,May  6 2021 12:00AM,1,,PLATES PINNED & BERMED,25,877-304-1203,1,04
ALLSTON/BRIGHTON,MARKET ST,,,WASHINGTON,,,Eversource Electric,G GREENE,EMER-1179343,MAINTENANCE,CABLE REPLACEMENT,Days & Weekends,Apr 12 2021 12:00AM,Apr 30 2021 12:00AM,3,,PLATES PINNED & BERMED,,800-592-2000,1,04
ALLSTON/BRIGHTON,NORTH BEACON ST,44,,,,,Eversource Electric,Riley Brothers,EXCA-1179770,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,May 13 2021 12:00AM,May 13 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,143,800-592-2000,1,04
ALLSTON/BRIGHTON,BRIGHTON AV,140,,,,,Extenet Systems,NEECC,EXCA-1179541,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,May 12 2021 12:00AM,May 12 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,978-758-0208,1,04
ALLSTON/BRIGHTON,CHESTNUT HILL AV,999,,,,,Extenet Systems,CCG,EXCA-964194,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT AND POLE FOUNDATION,Days & Weekends,Apr 27 2021 12:00AM,Apr 30 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,172,978-758-0208,1,04
ALLSTON/BRIGHTON,MARKET ST,435,,,,,Comcast,Mirra Co,EXCA-1174213,MAINTENANCE,CONDUIT REPAIR,Days & Weekends,Apr 23 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,55,857-919-9355,1,04
ALLSTON/BRIGHTON,WAVERLY ST,25,,,,,National Grid,National Grid,EXCA-1181743,MAINTENANCE,CORROSION WORK,Days & Weekends,May 18 2021 12:00AM,May 18 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,04
ALLSTON/BRIGHTON,CHESTNUT HILL AV,325,375,,,,Extenet Systems,Commonwealth Construction,EXCA-1172030,SERVICE,INSTALLATION OF 2 HANDHOLES,Days & Weekends,Apr  2 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,978-758-0208,1,04
ALLSTON/BRIGHTON,TREMONT ST,143,,,,,Boston Water & Sewer Commission,BWSC,EMER-0000000,EMERGENCY,HYDRANT REPAIR,Days & Weekends,Apr  3 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,04
ALLSTON BRIGHTON,COMMONWEALTH AV,,,BRIGHTON AV,,,Eversource Electric,Eversource Electric,EMER-0000000,EMERGENCY,CABLE REPAIR,Days & Weekends,Apr  7 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,04
ALLSTON/BRIGHTON,HARVARD AV,,,,,,Eversource Electric,Mirra Co,EXCA-227466,SIDEWALK,SIDEWALK RESTORATION,Days & Weekends,Dec 31 2021 12:00AM,Dec 31 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,04
ALLSTON/BRIGHTON,LAKE ST,234,,,,,National Grid,National Grid,EXCA-1178321,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,May  7 2021 12:00AM,May  7 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,04
ALLSTON/BRIGHTON,HOBART ST,26,92,,,,National Grid,Feeney Brothers Excavation,EXCA-1128039,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,May  6 2021 12:00AM,May  6 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,985,877-304-1203,1,04
ALLSTON/BRIGHTON,WARREN ST,77,,,,,Extenet Systems,Commonwealth Construction,EXCA-1178461,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,May 11 2021 12:00AM,May 11 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,978-758-0208,1,04
ALLSTON/BRIGHTON,MARKET ST,,,WASHINGTON ST,,,Eversource Electric,Eversource Electric,EMER-1178949,EMERGENCY,CABLE REPAIR,Days & Weekends,Apr 14 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,04
ALLSTON/BRIGHTON,TREMONT,,,,,,Verizon,Anderson Excavation,EXCA-1174376,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Apr 27 2021 12:00AM,Apr 30 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,31,800-446-8946,1,04
ALLSTON/BRIGHTON,UNDINE RD,9,49,LAKE ST,,,National Grid,Feeney Brothers Excavation,EXCA-1122833,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN/IN PARKING LOT ON PRIVATE PROPERTY,Days & Weekends,Apr 29 2021 12:00AM,Jun  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,725,877-304-1203,1,04
ALLSTON/BRIGHTON,LAKE ST,30,36,,,,National Grid,Feeney Brothers Excavation,EXCA-1122832,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Apr 29 2021 12:00AM,Jun  1 2021 12:00AM,,,DOWN IN BINDER,120,877-304-1203,1,04
ALLSTON/BRIGHTON,WASHINGTON ST,85,140,,,,National Grid,Feeney Brothers Excavation,EXCA-1153519,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Apr 29 2021 12:00AM,Apr 29 2021 12:00AM,9,,PLATES PINNED & BERMED,610,877-304-1203,1,04
ALLSTON/BRIGHTON,WASHINGTON ST,3,7,,,,J Marchese & Sons,Cavalieri Construction,EXCA-1137468,NEW CONDUIT AND/OR MAIN,INSTALLATION OF WATER HYD DR CB FP 2 SEWE SERVICERS SEWER LINE,Days & Weekends,May 22 2021 12:00AM,May  1 2021 12:00AM,3,,PLATES PINNED & BERMED,130,617-389 5225,1,04
NORTH DORCHESTER,DORCHESTER AV,1110,,,BAY ST,SAVIN HILL AV,National Grid,Feeney Brothers Excavation,EXCA-1109743,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,May  7 2021 12:00AM,May  1 2021 12:00AM,3,,PLATES PINNED & BERMED,625,877-304-1203,1,03
NORTH DORCHESTER,DORCHESTER AV,1281,,,,,Comcast,P V Barone,EMER-0000000,EMERGENCY,SINKHOLE REPAIR,Days & Weekends,Mar 11 2021 12:00AM,May  1 2021 12:00AM,1,,PLATES PINNED & BERMED,,857-919-9355,1,03
NORTH DORCHESTER,CLIFTON ST,0,,,,,National Grid,Feeney Brothers Excavation,EXCA-1123491,CAPITAL,GAS MAIN TIE IN,Days & Weekends,Apr  1 2021 12:00AM,May 27 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,03
NORTH DORCHESTER,BATCHELDER ST,,,EAST COTTAGE ST,,,National Grid,Feeney Brothers Excavation,EXCA-1158029,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN / ENCROACHMENT,Days & Weekends,Apr  1 2021 12:00AM,May  1 2021 12:00AM,,,BACKFILL & PAVE,18,877-304-1203,1,03
NORTH DORCHESTER,BURRELL ST,1,31,,,,National Grid,Feeney Brothers Excavation,EXCA-1121224,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Apr 27 2021 12:00AM,Apr 30 2021 12:00AM,2,2,DOWN IN BINDER,495,877-304-1203,1,03
NORTH DORCHESTER,ALBION ST,1,99,,,,National Grid,Feeney Brothers Excavation,EXCA-1121207,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN / SERVICES,Days & Weekends,May 29 2021 12:00AM,May  1 2021 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,510,877-304-1203,1,03
